Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
11.943899,36.82266,119.43899,0.4434344,2020-01-01T02:00:54
11.81996,8.574295,118.1996,0.04928936,2020-01-01T07:11:04
4.262961,43.68579,42.629612,0.192402,2020-01-01T10:12:26
4.9972053,22.74696,49.972054,0.10346606,2020-01-01T11:22:34
8.719959,31.017204,87.199585,0.26468045,2020-01-01T14:32:37
2.9663832,38.457165,29.663832,0.11578789,2020-01-01T15:43:35
10.739849,10.012484,107.3985,0.06280553,2020-01-01T16:43:38
10.247808,26.563477,102.47808,0.2578081,2020-01-01T17:14:05
2.5922909,27.206131,25.922909,0.06715887,2020-01-01T18:25:13
1.7910416,28.869759,17.910418,0.049877018,2020-01-01T18:55:23
2.769236,15.271225,27.692362,0.033184018,2020-01-01T19:35:21
5.8998737,19.839043,58.998737,0.10213988,2020-01-01T21:15:14
4.981086,38.437458,49.810856,0.19431399,2020-01-01T21:55:39
3.400056,29.121376,34.000557,0.09568302,2020-01-02T09:35:59
4.1034784,6.5885687,41.034782,0.0076050996,2020-01-02T10:15:33
0.7188856,8.844852,7.188856,0.003224677,2020-01-02T12:05:22
9.600971,25.459423,96.009705,0.22916871,2020-01-02T12:35:23
9.352503,5.394969,93.52503,0.0043096067,2020-01-02T13:06:49
0.47268972,11.802769,4.7268972,0.0037515317,2020-01-02T13:17:50
3.527655,11.494012,35.27655,0.026726738,2020-01-02T13:37:44
1.1862496,14.859209,11.862495,0.013644731,2020-01-02T13:57:30
3.053718,38.52974,30.537184,0.11945542,2020-01-02T14:17:22
5.479847,10.954809,54.79847,0.038070012,2020-01-02T15:07:59
3.1234918,35.496613,31.234917,0.1111319,2020-01-02T15:17:48
4.1281395,7.1871805,41.281395,0.010533816,2020-01-02T16:47:43
9.157039,7.669611,91.57039,0.028520018,2020-01-02T18:17:17
8.667942,32.015427,86.67942,0.27319616,2020-01-02T18:28:30
6.6285477,10.267849,66.28548,0.040737886,2020-01-02T18:49:55
4.995821,19.397903,49.95821,0.083917566,2020-01-02T19:20:56
3.8657851,19.983448,38.657852,0.06757659,2020-01-02T19:40:29
2.4087868,24.83429,24.087868,0.055739336,2020-01-02T20:00:11
9.345402,24.464394,93.45401,0.21221969,2020-01-02T20:30:34
1.730659,16.915459,17.306591,0.024058526,2020-01-02T20:51:45
8.151631,35.036224,81.51632,0.2856516,2020-01-02T22:11:30
5.8798656,44.283394,58.798656,0.2694779,2020-01-02T23:32:03
11.294389,17.428799,112.943886,0.16377163,2020-01-03T09:02:45
5.0859385,20.043497,50.859386,0.089262016,2020-01-03T12:53:38
7.671394,17.463436,76.713936,0.11154724,2020-01-03T13:03:23
2.9651442,37.807175,29.651442,0.113491,2020-01-03T13:24:10
2.5046086,42.699486,25.046085,0.11015953,2020-01-03T14:14:11
11.703459,13.807654,117.03459,0.120260015,2020-01-03T14:54:36
2.2954943,42.23932,22.954945,0.09972975,2020-01-03T15:55:20
11.941814,10.861044,119.418144,0.08165674,2020-01-03T16:05:56
4.191093,16.262789,41.910927,0.055070627,2020-01-03T18:56:19
4.829113,22.996925,48.29113,0.10139405,2020-01-03T19:46:30
2.991946,21.717724,29.91946,0.058354944,2020-01-03T21:16:13
7.7027435,38.587624,77.027435,0.3018363,2020-01-03T21:46:07
4.746232,33.923527,47.46232,0.16015738,2020-01-03T21:57:24
8.813793,23.70738,88.13793,0.19236347,2020-01-03T22:57:47
10.943712,11.489024,109.43712,0.08284968,2020-01-04T00:48:18
7.310272,5.430031,73.10272,0.0036675828,2020-01-04T05:49:06
5.093016,35.856277,50.93016,0.18334344,2020-01-04T06:00:10
1.6446943,36.715134,16.446943,0.060855314,2020-01-04T06:40:44
7.989544,27.963375,79.89544,0.2140447,2020-01-04T07:20:33
5.822261,12.070508,58.22261,0.0480274,2020-01-04T09:31:49
2.532215,38.177967,25.322153,0.09801604,2020-01-04T11:31:58
10.96831,39.08513,109.6831,0.43616563,2020-01-04T13:01:22
8.278699,41.28532,82.78699,0.35046113,2020-01-04T13:12:02
0.5172486,16.863884,5.172486,0.0071593397,2020-01-04T17:13:19
6.0651784,31.898737,60.651783,0.19033656,2020-01-04T17:33:34
