Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
1.9373606,6.147771,49.600464,0.0025942537,2020-01-01T06:40:05
1.637423,48.888897,29.935951,0.083842136,2020-01-01T09:40:02
5.243461,41.438824,39.8623,0.2229098,2020-01-01T11:50:19
3.1833742,26.738035,26.731953,0.08073368,2020-01-01T14:00:20
1.2055224,15.641646,20.559837,0.014966866,2020-01-01T15:30:50
10.438307,29.771452,116.3832,0.3016673,2020-01-01T16:10:08
12.919548,49.68723,99.395256,0.67356193,2020-01-01T16:41:36
10.396926,34.984856,119.78067,0.3637087,2020-01-01T18:52:49
0.855257,40.212593,24.440235,0.035135116,2020-01-01T19:13:29
4.685886,53.574455,60.839626,0.26555008,2020-01-01T19:33:58
4.5246816,9.238897,55.73859,0.022376271,2020-01-01T20:14:12
0.47918788,49.075863,7.2903576,0.02464072,2020-01-01T20:54:33
11.864455,32.257813,107.32782,0.37729895,2020-01-01T21:04:26
11.638844,22.138952,106.60257,0.23272383,2020-01-02T03:25:07
1.8465366,48.892216,19.300081,0.09455668,2020-01-02T09:56:32
8.371424,21.367596,77.584015,0.15985675,2020-01-02T10:26:48
9.823599,29.562603,91.30182,0.28150868,2020-01-02T11:17:45
2.2245522,31.56169,48.751637,0.06893584,2020-01-02T11:48:12
5.8183317,43.494926,61.84863,0.26130563,2020-01-02T12:58:59
3.428016,33.95166,51.723183,0.11578787,2020-01-02T14:09:14
2.291528,16.148315,46.366234,0.029804457,2020-01-02T14:29:47
5.0959835,24.189184,88.08601,0.11408572,2020-01-02T14:39:10
3.098075,26.143223,59.382908,0.0764205,2020-01-02T18:00:51
7.792096,23.791056,109.49007,0.17082533,2020-01-02T19:10:58
0.93738717,47.040016,12.108103,0.045975734,2020-01-02T19:51:32
1.8036968,32.29693,20.149063,0.05744128,2020-01-02T20:21:30
5.3653965,6.362771,78.19845,0.008530441,2020-01-02T20:31:33
14.831482,6.7803135,118.4604,0.030805467,2020-01-02T20:52:52
3.5573697,43.43187,41.592926,0.15950243,2020-01-02T21:13:21
2.7953916,24.89771,61.51584,0.06489221,2020-01-02T23:23:26
6.1330633,11.264525,53.849236,0.044824183,2020-01-03T06:24:28
7.768968,47.311024,79.18482,0.3834985,2020-01-03T07:04:36
9.511314,48.565697,103.48896,0.48342818,2020-01-03T07:45:04
7.245372,21.654903,56.29043,0.14078279,2020-01-03T07:56:10
11.959981,26.670555,116.9988,0.302376,2020-01-03T08:36:43
5.198532,46.598045,51.54151,0.25229022,2020-01-03T12:17:50
4.7394757,33.79901,59.830494,0.15924092,2020-01-03T14:07:10
2.4989526,8.179383,21.731565,0.009269316,2020-01-03T15:47:45
2.004488,25.919544,22.826447,0.0489218,2020-01-03T15:57:44
0.85147554,15.974306,8.106859,0.0109017445,2020-01-03T18:17:46
11.537501,36.59982,112.2321,0.4253468,2020-01-03T19:17:58
4.394724,44.484234,42.47841,0.20244268,2020-01-03T20:48:52
3.0725513,20.05931,48.072792,0.05398225,2020-01-03T21:28:02
4.4185243,52.42673,91.486145,0.24448217,2020-01-03T21:38:39
0.67601126,5.9064493,6.7851105,0.0007148982,2020-01-04T02:59:03
5.8952,35.04253,45.48663,0.20662451,2020-01-04T06:49:28
9.51671,37.93993,90.00069,0.36572638,2020-01-04T06:59:08
1.4156843,8.235096,23.245874,0.0053431867,2020-01-04T10:20:39
14.391086,10.052787,112.92952,0.08483426,2020-01-04T10:30:32
3.6035423,51.51374,27.687292,0.19554992,2020-01-04T12:01:14
8.343011,9.051399,77.98372,0.039434344,2020-01-04T15:01:33
13.560614,40.715084,105.6498,0.5650382,2020-01-04T15:42:06
8.760764,11.116104,79.99065,0.06251203,2020-01-04T16:43:12
5.6234245,21.222733,50.87969,0.10643186,2020-01-04T17:14:42
7.2152324,54.783577,75.00231,0.41906673,2020-01-04T17:44:49
5.8082614,50.823765,118.30351,0.3105158,2020-01-04T21:55:30
10.6228695,50.994984,115.7035,0.5700318,2020-01-04T23:46:33
0.35974684,42.237022,6.4755306,0.01562855,2020-01-05T01:17:24
2.02743,45.25681,24.563868,0.095220834,2020-01-05T06:17:26
4.123135,21.479237,34.223198,0.07927047,2020-01-05T08:47:09
6.0819674,19.346653,106.48327,0.10179852,2020-01-05T10:57:54
9.488294,31.496464,91.09478,0.29330724,2020-01-05T11:18:46
8.73874,27.411812,68.35608,0.22849281,2020-01-05T12:39:02
2.8219597,24.011515,72.79135,0.062591344,2020-01-05T15:50:06
1.6213951,30.675423,27.523415,0.048568334,2020-01-05T16:21:32
0.75330323,28.306019,7.271002,0.020482583,2020-01-05T17:51:01
2.5611904,9.454589,24.986233,0.013310557,2020-01-05T19:01:41
5.4080987,12.753247,106.415794,0.048918713,2020-01-05T19:31:38
3.3464828,28.417408,34.771645,0.091426946,2020-01-05T20:02:04
2.6697643,51.71976,41.606373,0.14551921,2020-01-05T20:12:25
6.156883,40.916233,61.053017,0.25798738,2020-01-05T21:12:55
3.6520503,22.43279,35.423836,0.07427633,2020-01-05T22:03:24
6.5463753,48.379097,68.23609,0.33130515,2020-01-05T23:33:57
14.1003475,25.561039,119.66669,0.3382374,2020-01-05T23:54:44
7.9167886,9.623949,64.9638,0.042707965,2020-01-06T07:35:03
0.35694498,48.137085,6.5498166,0.017963827,2020-01-06T07:56:35
5.175477,52.981327,70.73669,0.28971395,2020-01-06T08:16:04
