Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
5.5330415,20.336552,55.330414,0.09900074,2020-01-01T07:10:01
10.418938,29.20679,104.18937,0.29424387,2020-01-01T07:20:35
3.8953667,24.016708,38.953667,0.08642322,2020-01-01T08:01:56
1.5799809,34.175816,15.799808,0.053780098,2020-01-01T09:21:50
7.473883,33.76724,74.73883,0.25083682,2020-01-01T10:11:40
3.332589,20.239143,33.32589,0.059250098,2020-01-01T10:22:17
10.854389,29.457054,108.54389,0.30971077,2020-01-01T10:42:27
8.424152,22.00183,84.241516,0.167097,2020-01-01T11:53:57
5.438026,16.57928,54.38026,0.07346317,2020-01-01T12:24:54
9.417814,35.58579,94.17814,0.3360598,2020-01-01T12:54:12
6.8273034,24.877888,68.27303,0.1583311,2020-01-01T13:35:06
5.4049683,24.105984,54.049683,0.12047843,2020-01-01T13:56:09
4.3028264,28.963589,43.028267,0.12029635,2020-01-01T14:36:55
1.8495216,41.690536,18.495216,0.07916993,2020-01-01T15:36:17
9.610201,7.4416447,96.10201,0.027375478,2020-01-01T15:56:14
10.921608,23.175716,109.21607,0.23159271,2020-01-01T16:17:17
7.0904255,32.992702,70.90425,0.23156017,2020-01-01T17:28:11
3.2467182,38.487923,32.467182,0.12684682,2020-01-01T18:09:05
2.2086847,28.332066,22.086847,0.06012203,2020-01-01T18:29:11
6.6117096,35.739902,66.117096,0.23711717,2020-01-01T19:19:00
8.337042,42.73241,83.370415,0.36700612,2020-01-01T19:30:02
4.683707,33.804047,46.837074,0.15739466,2020-01-01T19:51:07
7.5652857,21.970654,75.652855,0.14978582,2020-01-01T20:01:27
2.024806,32.509403,20.24806,0.06498474,2020-01-01T20:12:28
8.602579,40.96698,86.02579,0.3609769,2020-01-01T20:22:44
1.3706096,5.307164,13.706096,0.0004911692,2020-01-01T20:53:31
1.7244226,33.486744,17.244226,0.05731038,2020-01-01T21:03:17
7.5372944,21.210155,75.37294,0.14254417,2020-01-01T21:13:49
9.022712,28.169151,90.22711,0.24388997,2020-01-01T21:44:25
6.6451106,6.4802504,66.4511,0.011475831,2020-01-01T22:35:26
11.651228,24.300705,116.51228,0.26235637,2020-01-01T23:26:11
1.4783636,22.791805,14.783636,0.03068655,2020-01-02T01:07:48
