Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
60,20,7200,1.05,2020-01-01T22:10:06
40,60,10800,2.5666666,2020-01-02T09:20:06
50,40,3600,2.0416665,2020-01-02T17:30:43
40,60,10800,2.5666666,2020-01-04T07:40:16
50,60,3600,3.208333,2020-01-05T17:00:20
60,20,7200,1.05,2020-01-06T11:20:18
60,20,7200,1.05,2020-01-06T18:20:50
50,40,3600,2.0416665,2020-01-06T21:40:18
60,20,7200,1.05,2020-01-07T09:10:12
50,40,3600,2.0416665,2020-01-07T18:30:31
50,40,3600,2.0416665,2020-01-08T16:00:20
60,20,7200,1.05,2020-01-08T19:50:07
50,40,3600,2.0416665,2020-01-09T07:40:27
50,40,3600,2.0416665,2020-01-09T10:50:15
50,40,3600,2.0416665,2020-01-09T15:50:06
50,60,3600,3.208333,2020-01-10T19:20:40
50,60,3600,3.208333,2020-01-10T21:40:42
50,60,3600,3.208333,2020-01-11T11:30:44
50,60,3600,3.208333,2020-01-12T03:10:06
60,20,7200,1.05,2020-01-12T18:40:36
50,40,3600,2.0416665,2020-01-13T20:30:36
50,60,3600,3.208333,2020-01-14T18:20:56
60,20,7200,1.05,2020-01-14T20:30:31
40,60,10800,2.5666666,2020-01-15T14:50:43
50,60,3600,3.208333,2020-01-16T00:20:05
40,60,10800,2.5666666,2020-01-18T06:50:35
60,20,7200,1.05,2020-01-18T23:20:26
50,60,3600,3.208333,2020-01-19T13:30:03
50,60,3600,3.208333,2020-01-19T19:50:51
40,60,10800,2.5666666,2020-01-20T17:40:39
40,60,10800,2.5666666,2020-01-22T07:40:36
60,20,7200,1.05,2020-01-23T14:30:24
40,60,10800,2.5666666,2020-01-23T16:40:42
50,60,3600,3.208333,2020-01-23T23:00:29
40,60,10800,2.5666666,2020-01-24T17:40:32
50,60,3600,3.208333,2020-01-25T09:10:06
40,60,10800,2.5666666,2020-01-25T18:30:30
50,40,3600,2.0416665,2020-01-26T04:40:38
60,20,7200,1.05,2020-01-26T20:10:53
60,20,7200,1.05,2020-01-28T07:10:04
40,60,10800,2.5666666,2020-01-28T21:10:44
50,60,3600,3.208333,2020-01-31T00:40:38
50,60,3600,3.208333,2020-01-31T12:40:49
50,60,3600,3.208333,2020-01-31T21:00:52
40,60,10800,2.5666666,2020-01-31T22:10:40
60,20,7200,1.1199999,2020-02-01T08:50:20
40,60,10800,2.6133332,2020-02-01T12:10:15
50,40,3600,2.1,2020-02-02T18:40:07
50,60,3600,3.2666664,2020-02-03T19:20:19
50,40,3600,2.1,2020-02-04T06:00:26
50,60,3600,3.2666664,2020-02-04T14:50:11
50,60,3600,3.2666664,2020-02-04T16:00:12
40,60,10800,2.6133332,2020-02-04T18:10:40
50,60,3600,3.2666664,2020-02-04T22:20:25
60,20,7200,1.1199999,2020-02-05T14:30:03
50,60,3600,3.2666664,2020-02-06T17:00:21
50,40,3600,2.1,2020-02-06T20:40:59
40,60,10800,2.6133332,2020-02-07T17:50:23
40,60,10800,2.6133332,2020-02-07T22:30:03
40,60,10800,2.6133332,2020-02-08T02:10:09
50,40,3600,2.1,2020-02-08T13:10:31
60,20,7200,1.1199999,2020-02-08T14:20:02
40,60,10800,2.6133332,2020-02-09T17:40:13
60,20,7200,1.1199999,2020-02-09T23:10:54
50,60,3600,3.2666664,2020-02-12T05:10:39
60,20,7200,1.1199999,2020-02-12T14:30:18
40,60,10800,2.6133332,2020-02-12T23:50:49
60,20,7200,1.1199999,2020-02-13T06:50:21
60,20,7200,1.1199999,2020-02-13T19:20:56
50,40,3600,2.1,2020-02-14T06:50:22
60,20,7200,1.1199999,2020-02-14T15:40:14
60,20,7200,1.1199999,2020-02-14T20:00:36
50,60,3600,3.2666664,2020-02-15T20:20:11
50,40,3600,2.1,2020-02-16T16:40:08
60,20,7200,1.1199999,2020-02-16T19:30:10
50,60,3600,3.2666664,2020-02-17T09:20:21
60,20,7200,1.1199999,2020-02-17T21:40:49
40,60,10800,2.6133332,2020-02-18T02:20:27
50,40,3600,2.1,2020-02-18T14:10:54
50,60,3600,3.2666664,2020-02-18T19:30:10
40,60,10800,2.6133332,2020-02-19T21:00:39
50,60,3600,3.2666664,2020-02-20T10:00:48
50,60,3600,3.2666664,2020-02-20T14:40:35
60,20,7200,1.1199999,2020-02-21T02:40:12
50,60,3600,3.2666664,2020-02-21T09:40:46
60,20,7200,1.1199999,2020-02-21T17:50:55
40,60,10800,2.6133332,2020-02-21T20:00:52
50,40,3600,2.1,2020-02-22T00:00:06
50,60,3600,3.2666664,2020-02-23T14:30:08
50,40,3600,2.1,2020-02-23T18:50:48
50,60,3600,3.2666664,2020-02-23T20:20:58
50,60,3600,3.2666664,2020-02-24T23:30:58
50,40,3600,2.1,2020-02-25T11:30:59
40,60,10800,2.6133332,2020-02-25T17:20:08
50,60,3600,3.2666664,2020-02-27T21:40:10
40,60,10800,2.6133332,2020-02-28T17:20:36
50,60,3600,3.2666664,2020-02-28T22:10:38
50,60,3600,3.2666664,2020-03-02T15:10:20
50,60,3600,3.2666664,2020-03-02T18:40:29
50,40,3600,2.1,2020-03-03T07:50:13
50,40,3600,2.1,2020-03-03T09:30:05
50,60,3600,3.2666664,2020-03-04T14:50:24
50,60,3600,3.2666664,2020-03-06T18:40:37
40,60,10800,2.6133332,2020-03-06T21:40:47
50,40,3600,2.1,2020-03-08T08:30:22
40,60,10800,2.6133332,2020-03-08T20:50:03
60,20,7200,1.1199999,2020-03-09T16:10:11
50,40,3600,2.1,2020-03-10T19:50:11
40,60,10800,2.6133332,2020-03-12T13:20:20
60,20,7200,1.1199999,2020-03-13T12:50:52
50,40,3600,2.1,2020-03-13T15:10:49
60,20,7200,1.1199999,2020-03-14T10:40:44
40,60,10800,2.6133332,2020-03-14T21:10:31
60,20,7200,1.1199999,2020-03-16T17:00:23
60,20,7200,1.1199999,2020-03-16T20:40:47
40,60,10800,2.6133332,2020-03-17T23:40:08
50,40,3600,2.1,2020-03-18T07:20:18
50,40,3600,2.1,2020-03-19T16:20:01
60,20,7200,1.1199999,2020-03-19T19:10:19
40,60,10800,2.6133332,2020-03-20T07:40:38
50,40,3600,2.1,2020-03-20T15:10:18
60,20,7200,1.1199999,2020-03-21T06:30:12
40,60,10800,2.6133332,2020-03-22T19:20:10
40,60,10800,2.6133332,2020-03-23T15:20:09
50,40,3600,2.1,2020-03-24T09:50:18
50,60,3600,3.2666664,2020-03-24T21:40:40
50,60,3600,3.2666664,2020-03-26T19:10:47
50,40,3600,2.1,2020-03-26T20:30:37
50,60,3600,3.2666664,2020-03-27T16:20:53
50,40,3600,2.1,2020-03-28T06:50:00
50,60,3600,3.2666664,2020-03-28T18:30:04
50,60,3600,3.2666664,2020-03-29T19:20:11
60,20,7200,1.1199999,2020-03-30T10:20:34
40,60,10800,2.6133332,2020-03-30T17:30:52
60,20,7200,1.1199999,2020-03-30T22:50:23
60,20,7200,0.9099999,2020-04-01T18:40:53
60,20,7200,0.9099999,2020-04-02T10:30:48
50,40,3600,1.9249998,2020-04-03T21:20:34
40,60,10800,2.4733334,2020-04-04T03:20:11
40,60,10800,2.4733334,2020-04-04T15:40:57
50,40,3600,1.9249998,2020-04-05T08:30:11
40,60,10800,2.4733334,2020-04-05T18:10:36
60,20,7200,0.9099999,2020-04-06T19:50:46
40,60,10800,2.4733334,2020-04-07T08:40:12
60,20,7200,0.9099999,2020-04-07T12:30:51
50,40,3600,1.9249998,2020-04-07T14:40:11
50,60,3600,3.0916665,2020-04-07T21:10:46
50,60,3600,3.0916665,2020-04-08T10:20:02
50,60,3600,3.0916665,2020-04-08T20:50:26
40,60,10800,2.4733334,2020-04-10T14:20:15
40,60,10800,2.4733334,2020-04-11T01:40:16
50,40,3600,1.9249998,2020-04-11T06:50:56
50,60,3600,3.0916665,2020-04-11T13:40:47
60,20,7200,0.9099999,2020-04-11T18:10:03
50,40,3600,1.9249998,2020-04-13T18:00:22
40,60,10800,2.4733334,2020-04-13T19:10:29
50,60,3600,3.0916665,2020-04-15T01:20:54
50,40,3600,1.9249998,2020-04-16T18:30:38
40,60,10800,2.4733334,2020-04-17T16:30:26
50,40,3600,1.9249998,2020-04-18T05:20:06
50,40,3600,1.9249998,2020-04-18T08:30:27
50,40,3600,1.9249998,2020-04-19T15:20:02
60,20,7200,0.9099999,2020-04-19T21:50:17
60,20,7200,0.9099999,2020-04-20T19:20:44
50,40,3600,1.9249998,2020-04-21T08:00:34
60,20,7200,0.9099999,2020-04-22T06:30:22
50,40,3600,1.9249998,2020-04-23T14:10:52
60,20,7200,0.9099999,2020-04-23T19:30:58
50,60,3600,3.0916665,2020-04-24T20:10:08
40,60,10800,2.4733334,2020-04-27T12:10:23
60,20,7200,0.9099999,2020-04-27T20:00:47
60,20,7200,0.9099999,2020-04-28T11:40:36
60,20,7200,0.9099999,2020-04-28T15:20:22
50,40,3600,1.9249998,2020-04-28T20:10:51
60,20,7200,0.9099999,2020-04-29T06:30:46
50,60,3600,2.9166665,2020-05-01T05:10:28
60,20,7200,0.6999999,2020-05-01T14:00:06
50,40,3600,1.7499999,2020-05-01T20:10:03
50,40,3600,1.7499999,2020-05-02T17:20:53
50,40,3600,1.7499999,2020-05-02T19:20:35
50,60,3600,2.9166665,2020-05-04T17:40:27
60,20,7200,0.6999999,2020-05-04T21:50:16
40,60,10800,2.3333333,2020-05-05T21:10:42
40,60,10800,2.3333333,2020-05-06T21:10:13
50,40,3600,1.7499999,2020-05-07T12:40:28
40,60,10800,2.3333333,2020-05-07T14:00:09
50,40,3600,1.7499999,2020-05-08T11:20:48
50,40,3600,1.7499999,2020-05-08T17:10:50
40,60,10800,2.3333333,2020-05-08T21:50:21
40,60,10800,2.3333333,2020-05-09T16:50:50
50,40,3600,1.7499999,2020-05-10T05:10:47
60,20,7200,0.6999999,2020-05-10T12:40:28
60,20,7200,0.6999999,2020-05-11T15:50:40
60,20,7200,0.6999999,2020-05-11T19:00:16
40,60,10800,2.3333333,2020-05-12T10:10:25
50,40,3600,1.7499999,2020-05-12T14:00:19
50,40,3600,1.7499999,2020-05-12T18:40:07
50,40,3600,1.7499999,2020-05-12T20:20:06
50,40,3600,1.7499999,2020-05-13T10:00:36
50,60,3600,2.9166665,2020-05-13T13:00:14
50,40,3600,1.7499999,2020-05-14T09:50:18
50,60,3600,2.9166665,2020-05-14T13:30:29
60,20,7200,0.6999999,2020-05-16T20:20:41
50,60,3600,2.9166665,2020-05-17T07:00:33
40,60,10800,2.3333333,2020-05-17T15:20:21
40,60,10800,2.3333333,2020-05-18T08:30:57
50,40,3600,1.7499999,2020-05-18T16:30:52
50,60,3600,2.9166665,2020-05-18T20:50:24
50,40,3600,1.7499999,2020-05-19T18:40:15
60,20,7200,0.6999999,2020-05-20T23:50:34
50,40,3600,1.7499999,2020-05-21T14:50:01
60,20,7200,0.6999999,2020-05-22T17:10:00
60,20,7200,0.6999999,2020-05-23T05:50:57
50,60,3600,2.9166665,2020-05-23T08:40:06
60,20,7200,0.6999999,2020-05-23T14:20:56
50,40,3600,1.7499999,2020-05-23T22:30:08
40,60,10800,2.3333333,2020-05-24T14:50:56
60,20,7200,0.6999999,2020-05-25T13:30:34
50,60,3600,2.9166665,2020-05-25T19:40:14
40,60,10800,2.3333333,2020-05-26T07:50:01
50,40,3600,1.7499999,2020-05-26T15:10:20
60,20,7200,0.6999999,2020-05-27T03:40:09
50,40,3600,1.7499999,2020-05-27T09:30:03
60,20,7200,0.6999999,2020-05-27T18:10:13
50,40,3600,1.7499999,2020-05-28T04:40:30
50,40,3600,1.7499999,2020-05-29T09:40:08
50,40,3600,1.7499999,2020-05-30T15:20:37
50,60,3600,2.9166665,2020-05-31T08:30:25
50,40,3600,1.7499999,2020-05-31T15:20:31
50,60,3600,2.7999997,2020-06-01T23:30:22
40,60,10800,2.24,2020-06-03T08:40:41
50,40,3600,1.6333332,2020-06-03T21:10:33
50,60,3600,2.7999997,2020-06-04T19:10:05
50,40,3600,1.6333332,2020-06-06T07:50:58
60,20,7200,0.55999994,2020-06-06T11:20:37
40,60,10800,2.24,2020-06-06T19:10:56
50,60,3600,2.7999997,2020-06-07T12:40:26
60,20,7200,0.55999994,2020-06-07T14:40:00
60,20,7200,0.55999994,2020-06-08T22:30:15
50,60,3600,2.7999997,2020-06-09T09:20:57
50,40,3600,1.6333332,2020-06-09T21:40:37
40,60,10800,2.24,2020-06-10T10:00:04
40,60,10800,2.24,2020-06-11T21:50:47
40,60,10800,2.24,2020-06-14T09:20:11
50,60,3600,2.7999997,2020-06-15T12:30:24
60,20,7200,0.55999994,2020-06-15T13:50:34
50,60,3600,2.7999997,2020-06-16T00:30:36
50,60,3600,2.7999997,2020-06-16T13:00:13
60,20,7200,0.55999994,2020-06-17T17:10:13
40,60,10800,2.24,2020-06-18T20:00:48
50,40,3600,1.6333332,2020-06-21T06:30:47
50,60,3600,2.7999997,2020-06-21T07:40:41
50,40,3600,1.6333332,2020-06-22T13:50:35
40,60,10800,2.24,2020-06-22T20:10:18
60,20,7200,0.55999994,2020-06-23T08:40:05
60,20,7200,0.55999994,2020-06-23T14:50:42
60,20,7200,0.55999994,2020-06-24T06:50:48
50,40,3600,1.6333332,2020-06-24T14:40:05
50,60,3600,2.7999997,2020-06-24T17:50:39
60,20,7200,0.55999994,2020-06-25T12:50:38
50,60,3600,2.7999997,2020-06-25T15:40:14
50,60,3600,2.7999997,2020-06-26T09:50:34
50,60,3600,2.7999997,2020-06-26T20:00:13
50,60,3600,2.7999997,2020-06-27T16:50:46
50,40,3600,1.6333332,2020-06-30T06:10:19
50,40,3600,1.4583333,2020-07-01T02:40:51
50,40,3600,1.4583333,2020-07-01T07:40:59
50,40,3600,1.4583333,2020-07-02T15:40:15
40,60,10800,2.1,2020-07-02T18:10:53
50,40,3600,1.4583333,2020-07-03T22:40:04
50,60,3600,2.6249998,2020-07-04T11:30:00
40,60,10800,2.1,2020-07-04T16:10:56
50,40,3600,1.4583333,2020-07-05T20:40:17
60,20,7200,0.34999996,2020-07-05T22:00:55
40,60,10800,2.1,2020-07-06T08:40:36
50,40,3600,1.4583333,2020-07-08T08:40:25
40,60,10800,2.1,2020-07-08T16:20:09
50,40,3600,1.4583333,2020-07-10T16:20:16
60,20,7200,0.34999996,2020-07-10T19:30:10
50,40,3600,1.4583333,2020-07-10T21:40:16
50,40,3600,1.4583333,2020-07-12T08:20:08
50,60,3600,2.6249998,2020-07-12T19:00:02
60,20,7200,0.34999996,2020-07-14T16:10:47
50,40,3600,1.4583333,2020-07-15T18:30:49
60,20,7200,0.34999996,2020-07-16T21:50:19
50,40,3600,1.4583333,2020-07-17T21:50:18
40,60,10800,2.1,2020-07-19T07:10:17
60,20,7200,0.34999996,2020-07-20T05:50:43
50,40,3600,1.4583333,2020-07-20T12:20:19
50,40,3600,1.4583333,2020-07-21T16:30:01
60,20,7200,0.34999996,2020-07-22T13:00:14
40,60,10800,2.1,2020-07-23T16:00:40
40,60,10800,2.1,2020-07-24T15:50:01
50,40,3600,1.4583333,2020-07-25T10:40:19
60,20,7200,0.34999996,2020-07-25T22:20:43
50,60,3600,2.6249998,2020-07-26T16:20:10
50,60,3600,2.6249998,2020-07-27T14:20:56
50,40,3600,1.4583333,2020-07-27T15:50:33
50,60,3600,2.6249998,2020-07-28T01:30:46
40,60,10800,2.1,2020-07-28T13:30:11
60,20,7200,0.34999996,2020-07-28T16:40:12
50,60,3600,2.6249998,2020-07-29T18:20:42
50,40,3600,1.4583333,2020-07-30T18:50:52
60,20,7200,0.34999996,2020-07-30T20:20:40
40,60,10800,2.1,2020-07-31T09:10:29
40,60,10800,2.1,2020-07-31T21:30:21
40,60,10800,2.1,2020-08-01T09:00:01
50,60,3600,2.6249998,2020-08-02T11:50:40
60,20,7200,0.34999996,2020-08-02T19:00:50
40,60,10800,2.1,2020-08-05T19:10:11
40,60,10800,2.1,2020-08-06T23:50:45
60,20,7200,0.34999996,2020-08-07T07:20:40
60,20,7200,0.34999996,2020-08-08T18:50:35
50,60,3600,2.6249998,2020-08-09T17:50:50
60,20,7200,0.34999996,2020-08-09T23:00:30
40,60,10800,2.1,2020-08-11T06:00:26
40,60,10800,2.1,2020-08-11T13:40:46
60,20,7200,0.34999996,2020-08-12T11:40:43
50,40,3600,1.4583333,2020-08-13T16:40:05
60,20,7200,0.34999996,2020-08-13T20:10:29
50,60,3600,2.6249998,2020-08-14T07:30:33
50,60,3600,2.6249998,2020-08-14T10:50:39
40,60,10800,2.1,2020-08-15T22:50:44
60,20,7200,0.34999996,2020-08-16T20:20:32
50,40,3600,1.4583333,2020-08-17T23:40:10
50,40,3600,1.4583333,2020-08-19T07:10:54
50,40,3600,1.4583333,2020-08-19T19:50:23
40,60,10800,2.1,2020-08-20T17:50:46
60,20,7200,0.34999996,2020-08-21T12:20:57
50,40,3600,1.4583333,2020-08-22T06:20:43
50,40,3600,1.4583333,2020-08-22T11:10:48
50,60,3600,2.6249998,2020-08-22T19:50:13
50,40,3600,1.4583333,2020-08-23T06:50:38
60,20,7200,0.34999996,2020-08-24T18:30:50
50,60,3600,2.6249998,2020-08-26T19:50:50
60,20,7200,0.34999996,2020-08-27T07:50:53
50,60,3600,2.6249998,2020-08-27T19:30:27
50,60,3600,2.6249998,2020-08-27T21:00:05
40,60,10800,2.1,2020-08-28T07:30:22
50,60,3600,2.6249998,2020-08-29T10:30:39
