Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
7.7645726,8.742218,86.71085,0.03389951,2020-01-01T02:50:41
4.2757564,28.116493,77.2604,0.115313895,2020-01-01T04:41:31
14.074409,22.991138,113.182014,0.29541707,2020-01-01T06:52:29
5.7379103,26.88735,88.79039,0.14651893,2020-01-01T09:53:50
4.0849266,31.048136,48.982933,0.12413884,2020-01-01T10:34:22
4.449851,50.197594,70.51864,0.23464297,2020-01-01T10:54:45
0.99656546,29.015594,12.720652,0.02792196,2020-01-01T12:35:26
11.399287,40.145462,85.99361,0.4674054,2020-01-01T12:55:24
4.042813,25.301437,48.01059,0.09575406,2020-01-01T13:06:11
7.6879787,35.309685,84.77093,0.2718569,2020-01-01T14:56:52
0.29473162,39.652775,6.867879,0.011915479,2020-01-01T15:17:19
4.069351,18.051826,84.449425,0.061964538,2020-01-01T15:27:24
7.6849823,27.029167,108.92436,0.19750938,2020-01-01T16:58:41
7.973019,47.52218,84.52112,0.39553514,2020-01-01T18:29:12
2.2785783,17.934475,20.9972,0.034384247,2020-01-01T18:40:53
7.9386334,23.591415,59.70519,0.17218882,2020-01-01T19:40:43
1.6312361,47.83162,20.255,0.081513226,2020-01-01T20:30:58
14.331348,9.14229,110.55496,0.069258705,2020-01-01T21:50:18
6.296082,7.0096006,119.35819,0.014761378,2020-01-01T23:01:33
9.285533,54.217075,93.50073,0.5331745,2020-01-02T04:42:28
0.9436643,41.223244,16.616085,0.039879676,2020-01-02T09:53:27
5.5386806,17.677347,42.705307,0.0819184,2020-01-02T10:43:50
4.6095514,10.572539,36.44986,0.029968057,2020-01-02T11:13:09
1.3814114,23.89593,36.09206,0.030453559,2020-01-02T12:43:30
0.4833499,35.27955,4.998865,0.017074885,2020-01-02T13:23:50
10.50206,46.797066,103.37239,0.5121145,2020-01-02T13:43:31
7.7429194,6.4576077,112.51424,0.0131671615,2020-01-02T20:14:16
10.338807,5.1451373,82.93234,0.0017506377,2020-01-02T20:45:43
7.3287954,43.476383,83.262474,0.32898313,2020-01-02T21:06:10
3.4524999,25.311611,44.58148,0.08181347,2020-01-02T21:57:36
1.989395,24.750744,40.877563,0.0458407,2020-01-02T22:37:06
11.247933,40.58733,103.1894,0.4669979,2020-01-03T06:27:14
8.216882,12.423151,75.508896,0.07116101,2020-01-03T08:58:47
11.102982,12.641393,114.385574,0.09898261,2020-01-03T09:09:32
0.19268307,26.500433,2.8131535,0.0048332303,2020-01-03T14:00:35
0.29259726,13.958054,7.556753,0.0030579523,2020-01-03T15:00:00
3.2022622,30.672287,30.217806,0.09591095,2020-01-03T15:20:46
0.8448369,26.255785,24.938196,0.020950615,2020-01-03T15:40:09
7.874221,21.833431,64.9538,0.15464184,2020-01-03T17:00:31
2.5437617,16.259682,72.87661,0.033415604,2020-01-03T17:11:29
3.980024,52.35356,45.196167,0.21987969,2020-01-03T17:52:58
8.200338,40.50181,77.43949,0.33964792,2020-01-03T18:12:01
0.17530559,40.14772,2.4640603,0.007188523,2020-01-03T18:43:12
4.9578185,29.092697,88.898705,0.13935508,2020-01-03T20:53:56
3.71346,22.379147,33.54358,0.075292885,2020-01-03T21:04:50
8.404829,41.34191,112.76568,0.3563555,2020-01-03T21:34:15
1.0861624,53.419308,9.78119,0.061356433,2020-01-03T21:55:41
9.680059,19.202738,108.27189,0.16039722,2020-01-03T22:35:19
7.0454173,46.07503,81.88335,0.33762252,2020-01-04T07:26:57
3.9422922,35.23459,41.05555,0.13905917,2020-01-04T07:37:05
2.4256868,32.094543,31.42352,0.07667669,2020-01-04T08:17:00
3.1434023,39.14113,28.226173,0.12520584,2020-01-04T10:37:27
5.7061734,54.18571,79.87973,0.3274392,2020-01-04T12:37:51
5.833171,14.404379,64.449715,0.06400024,2020-01-04T14:58:29
8.424856,10.132257,80.610146,0.05044495,2020-01-04T15:49:53
3.2028353,23.396276,52.755592,0.068740286,2020-01-04T16:20:26
1.5990926,39.20777,47.275883,0.06381829,2020-01-04T16:30:23
1.8841659,20.349806,42.754833,0.033741843,2020-01-04T18:50:15
3.7115953,52.5061,105.11066,0.20571063,2020-01-04T19:40:13
7.2104926,9.523504,67.14522,0.03805281,2020-01-04T20:01:39
1.0164845,37.744713,11.736869,0.038831905,2020-01-04T20:12:57
12.998921,6.445037,100.28904,0.021914573,2020-01-04T20:32:27
5.6500764,37.123653,57.072254,0.21175127,2020-01-04T22:53:01
3.6877136,17.629133,56.16525,0.05433473,2020-01-04T23:13:20
5.7182593,15.277319,59.73027,0.0685631,2020-01-05T01:03:09
6.8116393,43.406235,82.20819,0.30521098,2020-01-05T03:23:49
3.299846,40.816975,43.769268,0.13788891,2020-01-05T07:14:59
3.4045436,29.414694,40.439835,0.096974365,2020-01-05T08:14:16
4.1558332,17.050617,90.096565,0.058427077,2020-01-05T09:44:09
11.827956,40.028732,108.88693,0.48337135,2020-01-05T13:45:46
7.768528,17.02603,72.01294,0.108995296,2020-01-05T15:26:43
2.42068,17.668037,63.82196,0.035776142,2020-01-05T16:17:08
15.123878,33.836895,117.65472,0.50881326,2020-01-05T16:38:58
4.6769304,45.460342,46.676445,0.22076856,2020-01-05T19:49:37
