Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
15,60,10800,0.9624999,2020-01-01T19:20:45
15,60,10800,0.9624999,2020-01-01T23:20:28
15,60,10800,0.9624999,2020-01-02T15:50:43
15,60,10800,0.9624999,2020-01-03T22:30:29
15,60,10800,0.9624999,2020-01-04T10:00:35
15,60,10800,0.9624999,2020-01-05T19:50:36
15,60,10800,0.9624999,2020-01-07T13:50:22
15,60,10800,0.9624999,2020-01-07T17:40:45
15,60,10800,0.9624999,2020-01-08T07:30:00
15,60,10800,0.9624999,2020-01-09T13:10:57
15,60,10800,0.9624999,2020-01-11T20:30:30
15,60,10800,0.9624999,2020-01-14T05:20:59
15,60,10800,0.9624999,2020-01-14T16:00:19
15,60,10800,0.9624999,2020-01-15T15:20:15
15,60,10800,0.9624999,2020-01-15T22:10:10
15,60,10800,0.9624999,2020-01-16T23:20:53
15,60,10800,0.9624999,2020-01-17T09:40:06
15,60,10800,0.9624999,2020-01-17T14:50:46
15,60,10800,0.9624999,2020-01-17T18:50:14
15,60,10800,0.9624999,2020-01-17T23:20:06
15,60,10800,0.9624999,2020-01-18T20:50:48
15,60,10800,0.9624999,2020-01-19T23:10:00
15,60,10800,0.9624999,2020-01-22T15:40:32
15,60,10800,0.9624999,2020-01-23T22:10:11
15,60,10800,0.9624999,2020-01-24T19:20:56
15,60,10800,0.9624999,2020-01-27T11:20:54
15,60,10800,0.9624999,2020-01-28T08:30:56
15,60,10800,0.9624999,2020-01-30T00:30:24
15,60,10800,0.9624999,2020-01-30T13:40:03
15,60,10800,0.9624999,2020-01-31T07:40:31
15,60,10800,0.97999996,2020-02-02T22:00:02
15,60,10800,0.97999996,2020-02-04T20:20:16
15,60,10800,0.97999996,2020-02-05T07:00:49
15,60,10800,0.97999996,2020-02-05T14:30:18
15,60,10800,0.97999996,2020-02-06T05:20:39
15,60,10800,0.97999996,2020-02-06T15:50:50
15,60,10800,0.97999996,2020-02-07T06:00:50
15,60,10800,0.97999996,2020-02-08T16:00:58
15,60,10800,0.97999996,2020-02-09T08:50:13
15,60,10800,0.97999996,2020-02-09T18:40:07
15,60,10800,0.97999996,2020-02-10T22:20:12
15,60,10800,0.97999996,2020-02-11T19:30:24
15,60,10800,0.97999996,2020-02-15T06:30:58
15,60,10800,0.97999996,2020-02-15T18:30:44
15,60,10800,0.97999996,2020-02-16T00:00:49
15,60,10800,0.97999996,2020-02-16T21:50:13
15,60,10800,0.97999996,2020-02-17T08:10:22
15,60,10800,0.97999996,2020-02-19T09:20:03
15,60,10800,0.97999996,2020-02-19T15:30:46
15,60,10800,0.97999996,2020-02-19T19:00:56
15,60,10800,0.97999996,2020-02-19T23:20:04
15,60,10800,0.97999996,2020-02-20T10:30:10
15,60,10800,0.97999996,2020-02-24T21:00:02
15,60,10800,0.97999996,2020-02-25T20:50:57
15,60,10800,0.97999996,2020-02-26T16:00:43
15,60,10800,0.97999996,2020-02-27T22:00:16
15,60,10800,0.97999996,2020-02-29T03:50:17
15,60,10800,0.97999996,2020-03-01T02:20:41
15,60,10800,0.97999996,2020-03-01T15:20:18
15,60,10800,0.97999996,2020-03-01T20:20:11
15,60,10800,0.97999996,2020-03-02T13:50:29
15,60,10800,0.97999996,2020-03-03T14:10:26
15,60,10800,0.97999996,2020-03-04T08:20:41
