Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
31.77573,37.34415,160.34521,1.1990521,2020-01-01T09:50:15
10.185424,40.78106,52.52798,0.42518613,2020-01-01T20:12:44
60.48822,37.54976,283.06335,2.297023,2020-01-01T21:42:01
17.929226,39.884617,116.09067,0.72969645,2020-01-01T23:16:11
35.826736,37.321148,170.00838,1.3509548,2020-01-02T10:27:12
11.263247,40.066605,70.64116,0.46079108,2020-01-02T18:59:49
36.345425,39.307854,169.61957,1.4547555,2020-01-02T19:10:49
36.178173,38.12405,187.90733,1.3980955,2020-01-02T20:42:36
46.598183,35.76794,265.5814,1.672685,2020-01-02T21:15:52
56.38593,40.713398,299.6245,2.3493552,2020-01-02T21:29:43
53.131996,40.568306,294.829,2.2047842,2020-01-03T06:13:54
25.70553,38.03086,142.29332,0.99058837,2020-01-03T18:27:51
30.955929,37.618637,190.57005,1.1780301,2020-01-03T20:09:27
6.666131,35.277496,37.055283,0.23547272,2020-01-03T21:12:10
17.455101,39.018623,90.95397,0.6927649,2020-01-03T21:22:07
28.921133,35.70189,174.97354,1.0359223,2020-01-03T23:13:21
35.564102,36.745983,193.54097,1.3171868,2020-01-05T18:45:47
21.215767,38.888153,108.22912,0.8387903,2020-01-06T18:18:20
27.664986,40.93479,170.18947,1.1598246,2020-01-06T21:19:36
5.0398765,36.404934,33.526417,0.18465647,2020-01-06T21:31:41
27.511456,36.243816,145.70692,1.0028234,2020-01-07T08:11:36
49.37639,35.704903,260.5725,1.7687801,2020-01-07T20:23:38
42.67127,39.440796,233.86124,1.7145711,2020-01-07T20:37:34
36.57368,36.892303,234.13733,1.3608221,2020-01-08T04:50:39
12.858072,35.768955,82.17745,0.4615677,2020-01-08T06:23:27
34.362396,38.943542,194.628,1.3607782,2020-01-08T06:54:32
10.88474,37.12688,63.30467,0.4079748,2020-01-08T10:17:23
43.379173,35.936703,207.4568,1.5656767,2020-01-08T19:18:15
13.097649,40.871628,61.8182,0.54813963,2020-01-08T22:41:07
41.577465,36.321495,276.58826,1.519313,2020-01-09T06:42:07
16.487717,40.469658,85.93059,0.68228257,2020-01-09T13:16:48
13.991498,35.599205,83.28837,0.49948347,2020-01-10T13:27:05
38.961433,40.35145,181.42732,1.6069003,2020-01-10T19:48:06
47.89133,39.195435,238.96454,1.910609,2020-01-10T23:01:51
25.785284,36.320557,124.228806,0.942211,2020-01-10T23:34:28
41.846085,40.253323,204.8338,1.7210823,2020-01-11T04:36:23
43.903397,35.273846,261.13232,1.5506454,2020-01-12T21:39:23
42.908344,38.53403,267.56976,1.6787047,2020-01-13T19:43:25
43.31831,37.980644,251.60191,1.6667767,2020-01-13T21:47:39
9.197439,39.06305,51.0792,0.3655083,2020-01-14T21:51:41
30.837343,36.902927,155.13612,1.1477683,2020-01-15T03:21:59
9.872433,36.04306,65.47018,0.35754892,2020-01-15T19:33:03
18.30881,36.4337,121.643585,0.67143255,2020-01-16T01:54:23
19.378777,37.79963,112.86069,0.7415528,2020-01-16T06:36:42
34.192123,36.04832,192.91292,1.2385428,2020-01-16T09:47:58
38.393684,36.215008,234.53705,1.3982023,2020-01-16T12:20:29
14.148094,40.536835,93.739265,0.58657485,2020-01-16T19:23:23
45.31839,39.99334,274.83276,1.8501488,2020-01-16T23:54:26
36.8872,40.449272,230.22966,1.5255617,2020-01-17T05:18:53
43.36851,35.020836,239.07735,1.518952,2020-01-17T11:31:43
32.34321,40.457703,178.95955,1.3379517,2020-01-17T13:14:41
56.404083,38.419724,293.71146,2.199177,2020-01-17T17:26:45
29.91678,36.60826,154.0685,1.1032202,2020-01-17T19:30:34
24.549513,38.178806,142.47688,0.9502774,2020-01-17T23:52:31
15.843625,36.818516,73.957596,0.58814067,2020-01-18T16:04:01
16.256126,36.030006,100.36572,0.58849895,2020-01-18T19:35:23
22.85272,39.146355,147.8641,0.9103933,2020-01-18T23:06:58
18.581316,38.80015,86.330414,0.7327265,2020-01-19T00:18:19
38.486115,39.180992,243.14958,1.5347425,2020-01-19T12:39:41
14.761725,39.029926,70.85607,0.58606386,2020-01-19T19:43:56
37.372066,35.603558,201.64438,1.3343378,2020-01-19T20:04:10
9.914617,36.994965,53.137016,0.37008741,2020-01-20T04:57:14
42.01426,36.109356,252.5044,1.5248759,2020-01-20T09:07:16
50.288376,39.25649,271.1119,2.0098202,2020-01-20T16:41:15
9.490727,37.123837,60.033104,0.35569167,2020-01-21T18:15:56
35.71641,38.61523,168.43321,1.4007179,2020-01-21T18:56:32
11.409979,38.92467,61.44374,0.45159304,2020-01-21T19:18:05
18.311535,40.702934,101.567795,0.76273805,2020-01-21T20:29:41
40.04747,37.140015,205.90831,1.5016472,2020-01-22T05:50:48
41.443104,40.3638,197.97595,1.7098498,2020-01-22T07:43:53
46.466652,36.09549,289.1908,1.6857203,2020-01-22T15:06:41
35.796467,40.73503,201.90187,1.4923857,2020-01-24T20:00:09
37.502766,38.91132,219.59563,1.4837296,2020-01-24T20:23:02
40.02434,37.015842,189.02571,1.4949818,2020-01-24T20:56:50
28.810331,35.3029,144.9773,1.0185426,2020-01-25T18:19:54
37.05697,40.320885,187.79108,1.5270324,2020-01-25T20:51:22
7.965108,36.105843,48.897503,0.28905496,2020-01-26T07:24:14
43.33719,36.66655,284.57407,1.6010624,2020-01-26T09:34:10
15.12011,36.16228,97.70654,0.5497066,2020-01-27T10:08:17
32.397392,37.54185,154.50317,1.2299829,2020-01-27T14:59:04
42.16475,36.97846,212.15384,1.5730908,2020-01-27T18:31:27
26.622393,38.31581,177.21906,1.034771,2020-01-27T20:04:11
13.42732,39.62451,79.35267,0.5424001,2020-01-27T22:16:29
43.58847,40.326744,235.26543,1.7964784,2020-01-28T12:07:00
47.378048,37.669327,274.56244,1.8057771,2020-01-28T12:20:24
49.969967,38.33938,232.34286,1.9436289,2020-01-28T17:54:16
57.641502,38.64096,288.7918,2.2623012,2020-01-28T18:17:24
34.70617,39.43916,163.27972,1.3944597,2020-01-28T23:51:48
19.861643,36.01069,130.42422,0.7185771,2020-01-29T12:53:31
24.508253,35.491783,140.82394,0.8718504,2020-01-29T13:05:42
40.762165,36.24396,221.66197,1.4858333,2020-01-29T15:27:05
16.122164,37.776295,92.23149,0.6164955,2020-01-31T00:00:50
44.321476,37.080223,207.65314,1.6588166,2020-01-31T08:11:06
6.478193,39.650425,35.079094,0.26188415,2020-01-31T18:24:29
45.1042,38.555466,212.70793,1.765741,2020-01-31T22:54:42
18.976141,35.032818,117.30017,0.6870303,2020-02-01T00:17:17
29.152235,38.30203,191.26727,1.1666443,2020-02-01T19:38:45
13.47032,39.918922,63.839348,0.56447923,2020-02-01T23:31:37
28.650028,35.496292,169.21129,1.0527645,2020-02-02T19:02:38
34.500847,36.600937,166.89224,1.3122199,2020-02-02T20:34:43
28.652184,37.062836,160.83768,1.1052095,2020-02-03T05:26:06
50.746784,35.34859,269.38098,1.8559803,2020-02-03T10:38:15
19.877724,36.734356,102.33061,0.75913185,2020-02-03T16:52:32
63.865612,36.244495,298.63327,2.4025333,2020-02-03T20:43:57
42.81382,38.300117,224.52213,1.7132722,2020-02-03T21:37:37
41.135887,37.94929,213.28485,1.6292899,2020-02-04T08:20:29
30.168913,40.838394,156.40933,1.2966033,2020-02-04T12:13:27
6.6385913,38.754677,37.84868,0.26917577,2020-02-04T18:05:02
53.982563,40.056355,275.0509,2.2708168,2020-02-05T05:55:23
10.637307,39.525627,61.16288,0.44087982,2020-02-05T08:09:04
49.59488,40.813118,240.04938,2.1300323,2020-02-05T12:00:44
26.603952,36.4005,155.29987,1.0056449,2020-02-05T18:14:34
6.432213,37.049423,40.58933,0.24801107,2020-02-06T12:46:18
16.644598,37.538776,86.961426,0.6512794,2020-02-06T15:46:37
33.525597,37.22428,197.74916,1.2995077,2020-02-06T18:47:26
7.39812,35.789494,35.966156,0.27437955,2020-02-06T19:20:29
36.384567,39.726746,182.01337,1.5165524,2020-02-07T00:50:49
34.4702,38.64382,209.66747,1.3932092,2020-02-07T08:33:31
9.724352,38.007713,60.628296,0.38582015,2020-02-07T10:46:41
16.894493,35.8372,103.92742,0.6275189,2020-02-07T15:07:47
57.732014,35.66528,294.34363,2.1327837,2020-02-07T16:38:53
29.873306,37.5978,139.30072,1.1709569,2020-02-07T17:52:45
25.340986,35.05467,132.15402,0.91811514,2020-02-07T18:54:32
6.724281,36.311222,34.69614,0.25348136,2020-02-07T21:36:03
25.44201,38.899117,132.15898,1.0358876,2020-02-08T16:56:49
19.740889,38.240868,115.68541,0.78860265,2020-02-08T19:28:29
57.680687,36.721855,272.0156,2.201989,2020-02-08T21:19:43
43.219475,40.1909,226.51704,1.8248435,2020-02-09T13:43:54
7.6537066,36.52046,49.982964,0.29038572,2020-02-09T20:36:43
32.488255,37.457897,206.92792,1.2681534,2020-02-10T10:36:29
12.193865,35.30465,68.6465,0.44534543,2020-02-10T17:09:34
8.329338,37.26094,53.911003,0.32321522,2020-02-11T06:10:57
38.631985,39.236446,233.19046,1.5881295,2020-02-11T06:30:10
6.115995,35.215652,34.020676,0.2227339,2020-02-11T07:13:57
35.59233,39.410686,212.06859,1.4704069,2020-02-11T08:13:26
39.281773,38.83524,200.93936,1.596455,2020-02-12T15:36:29
20.401169,40.395283,101.35166,0.8662573,2020-02-12T15:59:19
22.141571,37.690586,108.998825,0.8702895,2020-02-12T21:20:40
25.97723,37.458656,138.38904,1.0140237,2020-02-12T21:41:39
26.969814,38.071934,144.16208,1.072066,2020-02-13T01:03:12
49.27726,36.47291,250.95062,1.8668721,2020-02-13T06:25:43
19.048834,37.659203,92.01069,0.74802995,2020-02-13T17:19:03
40.75791,37.060585,260.2231,1.5720605,2020-02-13T18:00:21
15.788787,40.685474,87.961044,0.6757557,2020-02-15T06:04:23
5.7430935,36.3852,31.854458,0.21698976,2020-02-15T12:05:18
57.32679,39.055836,296.00095,2.3445783,2020-02-16T04:05:50
26.0634,35.29561,152.30374,0.9516149,2020-02-16T12:09:13
23.429451,39.363358,119.62926,0.96663463,2020-02-16T21:41:51
49.658318,35.62012,243.21457,1.8319023,2020-02-16T22:12:14
50.715443,37.923615,257.1383,2.0071929,2020-02-17T06:56:22
42.74825,40.620327,210.5171,1.8263639,2020-02-18T07:40:54
