Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
50,60,3600,3.208333,2020-01-03T11:10:57
50,60,3600,3.208333,2020-01-04T23:30:25
50,40,3600,2.0416665,2020-01-06T09:50:59
40,60,10800,2.5666666,2020-01-07T21:10:32
40,60,10800,2.5666666,2020-01-08T16:20:40
50,40,3600,2.0416665,2020-01-11T18:00:47
40,60,10800,2.5666666,2020-01-17T20:10:04
40,60,10800,2.5666666,2020-01-18T23:00:25
50,40,3600,2.0416665,2020-01-20T22:40:56
60,20,7200,1.05,2020-01-21T21:50:28
50,60,3600,3.208333,2020-01-22T16:50:37
50,60,3600,3.208333,2020-01-24T17:10:53
40,60,10800,2.5666666,2020-01-26T19:40:08
60,20,7200,1.05,2020-01-27T22:50:26
50,40,3600,2.0416665,2020-01-29T10:10:00
60,20,7200,1.05,2020-01-30T20:30:15
50,60,3600,3.2666664,2020-02-01T20:20:57
60,20,7200,1.1199999,2020-02-04T14:50:25
50,40,3600,2.1,2020-02-05T08:10:44
50,60,3600,3.2666664,2020-02-07T18:30:52
40,60,10800,2.6133332,2020-02-09T14:20:21
40,60,10800,2.6133332,2020-02-14T18:10:51
50,40,3600,2.1,2020-02-15T20:00:25
60,20,7200,1.1199999,2020-02-18T17:00:13
50,60,3600,3.2666664,2020-02-21T13:30:03
50,40,3600,2.1,2020-02-25T17:40:29
50,60,3600,3.2666664,2020-02-26T18:10:54
50,60,3600,3.2666664,2020-02-28T20:00:58
40,60,10800,2.6133332,2020-03-05T18:20:10
60,20,7200,1.1199999,2020-03-08T18:10:12
40,60,10800,2.6133332,2020-03-09T11:20:09
50,60,3600,3.2666664,2020-03-09T15:20:45
40,60,10800,2.6133332,2020-03-09T23:40:30
50,40,3600,2.1,2020-03-12T23:30:11
50,60,3600,3.2666664,2020-03-18T13:30:50
40,60,10800,2.6133332,2020-03-21T19:20:33
60,20,7200,1.1199999,2020-03-22T18:00:28
50,60,3600,3.2666664,2020-03-22T20:10:04
60,20,7200,1.1199999,2020-03-26T13:40:10
50,40,3600,2.1,2020-03-31T06:00:52
40,60,10800,2.4733334,2020-04-01T10:50:33
50,60,3600,3.0916665,2020-04-06T20:30:24
50,60,3600,3.0916665,2020-04-08T19:40:50
60,20,7200,0.9099999,2020-04-10T18:50:00
60,20,7200,0.9099999,2020-04-11T19:00:11
60,20,7200,0.9099999,2020-04-12T07:30:00
40,60,10800,2.4733334,2020-04-12T22:50:49
50,60,3600,3.0916665,2020-04-14T11:00:48
40,60,10800,2.4733334,2020-04-16T11:10:52
40,60,10800,2.4733334,2020-04-20T19:00:12
50,60,3600,3.0916665,2020-04-21T15:30:50
40,60,10800,2.4733334,2020-04-26T18:20:13
60,20,7200,0.9099999,2020-04-27T15:30:26
40,60,10800,2.4733334,2020-04-29T00:30:28
50,40,3600,1.9249998,2020-04-30T15:40:53
50,60,3600,3.0916665,2020-04-30T20:50:20
60,20,7200,0.6999999,2020-05-01T12:20:22
50,40,3600,1.7499999,2020-05-02T16:00:47
40,60,10800,2.3333333,2020-05-03T15:50:20
50,60,3600,2.9166665,2020-05-04T09:00:07
50,40,3600,1.7499999,2020-05-10T11:40:19
50,60,3600,2.9166665,2020-05-13T10:00:02
40,60,10800,2.3333333,2020-05-14T15:30:00
50,40,3600,1.7499999,2020-05-16T14:50:35
50,40,3600,1.7499999,2020-05-17T23:50:18
50,60,3600,2.9166665,2020-05-21T16:50:03
40,60,10800,2.3333333,2020-05-21T23:20:38
50,40,3600,1.7499999,2020-05-22T16:30:23
50,40,3600,1.7499999,2020-05-23T10:20:59
50,60,3600,2.9166665,2020-05-28T08:20:30
50,40,3600,1.7499999,2020-05-29T14:00:13
50,60,3600,2.9166665,2020-05-29T20:20:05
40,60,10800,2.3333333,2020-05-31T23:50:05
60,20,7200,0.55999994,2020-06-01T15:20:31
50,40,3600,1.6333332,2020-06-02T08:50:54
40,60,10800,2.24,2020-06-02T19:40:49
60,20,7200,0.55999994,2020-06-07T21:00:29
40,60,10800,2.24,2020-06-08T12:40:30
40,60,10800,2.24,2020-06-09T20:50:46
50,60,3600,2.7999997,2020-06-13T00:30:01
40,60,10800,2.24,2020-06-13T18:00:35
50,40,3600,1.6333332,2020-06-13T21:10:28
50,60,3600,2.7999997,2020-06-14T17:50:53
40,60,10800,2.24,2020-06-16T06:50:07
50,60,3600,2.7999997,2020-06-19T07:10:05
50,40,3600,1.6333332,2020-06-20T18:20:48
60,20,7200,0.55999994,2020-06-21T21:00:19
50,60,3600,2.7999997,2020-06-24T19:10:41
50,40,3600,1.6333332,2020-06-26T20:30:10
40,60,10800,2.24,2020-06-27T21:40:41
50,60,3600,2.7999997,2020-06-29T14:20:36
40,60,10800,2.24,2020-06-29T16:00:29
60,20,7200,0.55999994,2020-06-29T21:10:46
50,40,3600,1.6333332,2020-06-30T00:40:45
50,60,3600,2.6249998,2020-07-01T20:00:33
50,60,3600,2.6249998,2020-07-01T23:50:19
50,60,3600,2.6249998,2020-07-04T16:00:22
60,20,7200,0.34999996,2020-07-04T21:00:13
50,60,3600,2.6249998,2020-07-08T19:20:35
50,40,3600,1.4583333,2020-07-10T22:50:53
50,60,3600,2.6249998,2020-07-14T18:40:35
50,40,3600,1.4583333,2020-07-15T11:20:30
50,60,3600,2.6249998,2020-07-15T18:20:23
50,60,3600,2.6249998,2020-07-16T11:00:04
60,20,7200,0.34999996,2020-07-16T21:40:31
40,60,10800,2.1,2020-07-21T19:30:21
40,60,10800,2.1,2020-07-22T00:10:58
40,60,10800,2.1,2020-07-23T17:10:51
50,60,3600,2.6249998,2020-07-25T14:30:45
50,60,3600,2.6249998,2020-07-27T15:20:25
40,60,10800,2.1,2020-07-29T18:10:37
60,20,7200,0.34999996,2020-07-30T09:30:49
40,60,10800,2.1,2020-08-01T15:50:04
50,40,3600,1.4583333,2020-08-02T13:50:58
50,40,3600,1.4583333,2020-08-02T17:10:29
40,60,10800,2.1,2020-08-08T08:20:13
60,20,7200,0.34999996,2020-08-08T16:20:12
60,20,7200,0.34999996,2020-08-09T01:20:25
50,40,3600,1.4583333,2020-08-11T19:50:39
60,20,7200,0.34999996,2020-08-11T22:20:07
60,20,7200,0.34999996,2020-08-12T15:20:16
60,20,7200,0.34999996,2020-08-13T21:20:59
50,60,3600,2.6249998,2020-08-16T14:00:04
60,20,7200,0.34999996,2020-08-16T19:10:21
60,20,7200,0.34999996,2020-08-17T12:10:47
60,20,7200,0.34999996,2020-08-17T16:50:18
50,40,3600,1.4583333,2020-08-27T18:30:18
50,40,3600,1.4583333,2020-08-30T21:30:07
50,40,3600,1.4583333,2020-08-31T05:20:02
50,40,3600,1.4583333,2020-08-31T18:40:04
50,40,3600,1.4583333,2020-08-31T22:40:59
60,20,7200,0.6999999,2020-09-02T22:20:43
60,20,7200,0.6999999,2020-09-06T07:40:17
40,60,10800,2.3333333,2020-09-07T04:00:48
60,20,7200,0.6999999,2020-09-08T19:00:14
60,20,7200,0.6999999,2020-09-13T16:40:46
40,60,10800,2.3333333,2020-09-19T21:30:52
60,20,7200,0.6999999,2020-09-20T03:20:00
50,40,3600,1.7499999,2020-09-21T13:50:35
50,60,3600,2.9166665,2020-09-27T13:30:20
50,60,3600,2.9166665,2020-09-30T20:50:34
50,40,3600,1.7499999,2020-09-30T23:20:54
50,40,3600,1.8666666,2020-10-02T12:10:22
60,20,7200,0.8399999,2020-10-02T16:10:21
50,40,3600,1.8666666,2020-10-03T01:50:37
